"November 11, 2014 at 12:14AM","November 11, 2014 at 06:15AM",5h 57m,21479,3h 6m,11160,39.71%,2h 50m,10204,36.31%,1h 50m,6623,23.57%
"November 10, 2014 at 11:50PM","November 11, 2014 at 06:15AM",6h 25m,23100,0,0,0%,0,0,0%,0,0,0%
"November 12, 2014 at 12:09AM","November 12, 2014 at 07:00AM",6h 50m,24622,4h 5m,14721,54.66%,2h 45m,9901,36.76%,38m,2310,8.58%
"November 12, 2014 at 12:05AM","November 12, 2014 at 07:11AM",7h 6m,25562,0,0,0%,0,0,0%,0,0,0%
"November 12, 2014 at 10:02PM","November 13, 2014 at 05:50AM",7h 51m,28285,4h 22m,15742,52.52%,3h 29m,12543,41.84%,28m,1691,5.64%
"November 13, 2014 at 10:48PM","November 14, 2014 at 05:45AM",6h 59m,25189,4h 51m,17510,64.52%,2h 7m,7679,28.3%,32m,1950,7.19%
"November 14, 2014 at 11:35PM","November 15, 2014 at 07:30AM",7h 56m,28581,6h 14m,22440,77.69%,1h 42m,6141,21.26%,5m,303,1.05%
"November 16, 2014 at 03:51AM","November 16, 2014 at 07:30AM",3h 42m,13348,2h 59m,10769,65.95%,42m,2579,15.79%,49m,2981,18.26%
"November 16, 2014 at 12:30AM","November 16, 2014 at 03:00AM",2h 30m,9000,0,0,0%,0,0,0%,0,0,0%
"November 16, 2014 at 10:04PM","November 17, 2014 at 05:20AM",7h 8m,25714,3h 42m,13323,49.42%,3h 26m,12391,45.96%,20m,1246,4.62%
"November 17, 2014 at 10:22PM","November 18, 2014 at 05:30AM",7h 8m,25698,4h 13m,15180,56.44%,2h 55m,10518,39.11%,19m,1198,4.45%
"November 18, 2014 at 11:20PM","November 19, 2014 at 05:30AM",6h 9m,22147,2h 59m,10798,45.28%,3h 9m,11349,47.59%,28m,1698,7.12%
"November 19, 2014 at 11:21PM","November 20, 2014 at 05:30AM",6h 8m,22084,3h 10m,11404,44.96%,2h 58m,10680,42.1%,54m,3283,12.94%
"November 20, 2014 at 10:33PM","November 21, 2014 at 05:40AM",7h 4m,25445,3h 48m,13682,48.26%,3h 6m,11171,39.4%,48m,2908,10.26%
"November 21, 2014 at 10:43PM","November 22, 2014 at 06:25AM",7h 25m,26702,4h 8m,14939,51.01%,3h 16m,11763,40.16%,43m,2586,8.83%
"November 21, 2014 at 10:05PM","November 22, 2014 at 02:05PM",16h 0m,57600,0,0,0%,0,0,0%,0,0,0%
"November 23, 2014 at 03:13AM","November 23, 2014 at 08:25AM",5h 11m,18695,2h 38m,9510,45.92%,2h 33m,9185,44.35%,33m,2014,9.73%
"November 23, 2014 at 10:30PM","November 24, 2014 at 05:30AM",6h 48m,24505,4h 5m,14756,54.63%,2h 42m,9749,36.1%,41m,2504,9.27%
"November 24, 2014 at 10:58PM","November 25, 2014 at 05:30AM",6h 37m,23861,3h 19m,11998,48.12%,3h 11m,11481,46.05%,17m,1071,4.3%
"November 25, 2014 at 10:11PM","November 26, 2014 at 06:00AM",7h 43m,27806,4h 36m,16586,56.39%,3h 7m,11220,38.15%,26m,1607,5.46%
"November 26, 2014 at 10:35PM","November 27, 2014 at 05:40AM",6h 51m,24715,3h 57m,14252,52.16%,2h 54m,10463,38.29%,43m,2610,9.55%
"November 28, 2014 at 04:54AM","November 28, 2014 at 08:50AM",3h 1m,10883,1h 6m,3965,24.98%,1h 55m,6918,43.59%,1h 23m,4987,31.42%
"November 29, 2014 at 12:15AM","November 29, 2014 at 07:30AM",6h 44m,24241,4h 16m,15363,54.02%,2h 20m,8423,29.62%,1h 9m,4197,14.76%
"November 30, 2014 at 01:44AM","November 30, 2014 at 07:45AM",6h 3m,21807,3h 43m,13380,60.38%,2h 20m,8427,38.03%,5m,354,1.6%
"November 29, 2014 at 10:15PM","November 30, 2014 at 12:20AM",2h 9m,7744,1h 15m,4500,55.56%,45m,2700,33.33%,5m,356,4.4%
"November 30, 2014 at 01:30PM","November 30, 2014 at 02:30PM",1h 0m,3600,0,0,0%,0,0,0%,0,0,0%
"November 30, 2014 at 10:27PM","December 01, 2014 at 05:30AM",7h 3m,25392,4h 52m,17523,66.4%,2h 11m,7869,29.82%,16m,999,3.79%
"December 02, 2014 at 12:17AM","December 02, 2014 at 05:20AM",5h 2m,18132,2h 29m,8949,44.42%,2h 33m,9183,45.58%,33m,2013,9.99%
"December 02, 2014 at 10:10PM","December 03, 2014 at 06:15AM",7h 45m,27953,3h 32m,12720,42.18%,4h 13m,15233,50.51%,36m,2205,7.31%
"December 03, 2014 at 10:54PM","December 04, 2014 at 05:30AM",6h 35m,23717,4h 11m,15080,58.43%,2h 23m,8637,33.47%,34m,2090,8.1%
"December 04, 2014 at 10:32PM","December 05, 2014 at 05:20AM",7h 7m,25677,2h 51m,10263,37.58%,4h 1m,14462,52.95%,27m,1633,5.98%
"December 05, 2014 at 11:45PM","December 06, 2014 at 06:30AM",6h 30m,23400,4h 30m,16200,64.29%,2h 0m,7200,28.57%,30m,1800,7.14%
"December 07, 2014 at 12:50AM","December 07, 2014 at 06:45AM",6h 9m,22140,2h 35m,9300,39.74%,3h 20m,12000,51.28%,21m,1260,5.38%
"December 08, 2014 at 12:46AM","December 08, 2014 at 05:45AM",4h 49m,17348,1h 55m,6901,33.52%,2h 54m,10447,50.75%,53m,3238,15.73%
"December 08, 2014 at 09:53PM","December 09, 2014 at 05:40AM",7h 9m,25791,4h 21m,15710,54.6%,2h 48m,10081,35.04%,49m,2981,10.36%
"December 09, 2014 at 10:49PM","December 10, 2014 at 05:20AM",6h 35m,23735,3h 42m,13329,48.8%,2h 53m,10406,38.09%,59m,3581,13.11%
"December 10, 2014 at 10:34PM","December 11, 2014 at 05:25AM",6h 53m,24805,3h 40m,13202,52.07%,3h 13m,11603,45.77%,9m,548,2.16%
"December 12, 2014 at 10:30PM","December 13, 2014 at 07:25AM",8h 45m,31500,6h 0m,21600,66.67%,2h 45m,9900,30.56%,15m,900,2.78%
"December 12, 2014 at 12:30AM","December 12, 2014 at 06:00AM",5h 25m,19500,2h 30m,9000,41.67%,2h 55m,10500,48.61%,35m,2100,9.72%
"December 14, 2014 at 03:41AM","December 14, 2014 at 09:05AM",5h 23m,19382,3h 30m,12600,61.53%,1h 53m,6782,33.12%,18m,1095,5.35%
"December 14, 2014 at 09:34AM","December 14, 2014 at 10:00AM",30m,1802,30m,1802,23.34%,0,0,0%,1h 38m,5920,76.66%
"December 14, 2014 at 11:21PM","December 15, 2014 at 05:30AM",6h 12m,22355,2h 44m,9857,42.81%,3h 28m,12498,54.28%,11m,670,2.91%
"December 15, 2014 at 10:47PM","December 16, 2014 at 05:45AM",6h 56m,24963,3h 32m,12756,47.78%,3h 23m,12207,45.73%,28m,1733,6.49%
"December 16, 2014 at 10:22PM","December 17, 2014 at 05:30AM",7h 7m,25647,3h 30m,12600,46.8%,3h 37m,13047,48.46%,21m,1275,4.74%
"December 17, 2014 at 10:24PM","December 18, 2014 at 05:30AM",7h 5m,25529,3h 29m,12599,44.58%,3h 28m,12493,44.21%,45m,2731,9.66%
"December 18, 2014 at 10:30PM","December 19, 2014 at 05:30AM",6h 50m,24625,3h 38m,13101,47.93%,3h 12m,11524,42.16%,45m,2711,9.92%
"December 20, 2014 at 03:26AM","December 20, 2014 at 08:45AM",5h 13m,18839,2h 48m,10083,50.88%,2h 25m,8756,44.18%,16m,980,4.94%
"December 20, 2014 at 03:36PM","December 20, 2014 at 04:15PM",38m,2325,15m,945,14.59%,23m,1380,21.3%,1h 9m,4153,64.11%
"December 20, 2014 at 10:30PM","December 20, 2014 at 11:30PM",1h 0m,3600,20m,1200,33.33%,40m,2400,66.67%,0,0,0%
"December 21, 2014 at 12:14AM","December 21, 2014 at 07:30AM",7h 16m,26184,4h 10m,15001,53.67%,3h 6m,11183,40.01%,29m,1767,6.32%
"December 21, 2014 at 12:10AM","December 21, 2014 at 07:31AM",7h 21m,26483,0,0,0%,0,0,0%,0,0,0%
"December 21, 2014 at 11:44PM","December 22, 2014 at 06:30AM",6h 42m,24167,4h 3m,14627,55.42%,2h 39m,9540,36.14%,37m,2228,8.44%
"December 22, 2014 at 10:08PM","December 23, 2014 at 06:30AM",8h 20m,30011,5h 26m,19571,62.36%,2h 54m,10440,33.27%,22m,1371,4.37%
"December 24, 2014 at 12:12AM","December 24, 2014 at 06:25AM",5h 36m,20165,2h 52m,10371,42.48%,2h 43m,9794,40.12%,1h 10m,4249,17.4%
"December 25, 2014 at 01:47AM","December 25, 2014 at 07:55AM",5h 56m,21406,3h 57m,14255,62.23%,1h 59m,7151,31.22%,25m,1500,6.55%
"December 26, 2014 at 01:00AM","December 26, 2014 at 06:30AM",5h 25m,19514,3h 52m,13933,65.86%,1h 33m,5581,26.38%,27m,1641,7.76%
"December 26, 2014 at 10:54PM","December 27, 2014 at 07:45AM",8h 52m,31922,5h 11m,18661,57.68%,3h 41m,13261,40.99%,7m,430,1.33%
"December 28, 2014 at 02:00AM","December 28, 2014 at 09:30AM",7h 30m,27000,0,0,0%,0,0,0%,0,0,0%
"December 28, 2014 at 02:58AM","December 28, 2014 at 10:00AM",6h 59m,25189,4h 56m,17800,60.22%,2h 3m,7389,25%,1h 12m,4370,14.78%
"December 28, 2014 at 11:32PM","December 29, 2014 at 12:10AM",23m,1382,14m,841,35.62%,9m,541,22.91%,16m,979,41.47%
"December 29, 2014 at 12:29AM","December 29, 2014 at 06:30AM",5h 52m,21131,2h 56m,10573,44.72%,2h 55m,10558,44.65%,41m,2514,10.63%
"December 30, 2014 at 12:01AM","December 30, 2014 at 07:40AM",7h 35m,27337,4h 35m,16503,54.47%,3h 0m,10834,35.76%,49m,2961,9.77%
"December 31, 2014 at 12:05AM","December 31, 2014 at 06:30AM",6h 9m,22142,3h 41m,13260,54.92%,2h 28m,8882,36.79%,33m,2001,8.29%
"January 01, 2015 at 01:45AM","January 01, 2015 at 08:25AM",6h 32m,23528,3h 47m,13667,48.83%,2h 5m,7558,27%,1h 14m,4460,15.94%
"January 02, 2015 at 05:45AM","January 02, 2015 at 09:10AM",2h 22m,8532,1h 32m,5520,22.43%,50m,3012,12.24%,4h 27m,16078,65.33%
"January 02, 2015 at 01:45AM","January 02, 2015 at 04:35AM",2h 50m,10200,1h 20m,4800,42.11%,1h 30m,5400,47.37%,20m,1200,10.53%
"January 03, 2015 at 02:22AM","January 03, 2015 at 08:45AM",6h 34m,23684,3h 56m,14174,53.47%,2h 17m,8235,31.07%,47m,2823,10.65%
"January 04, 2015 at 12:21AM","January 04, 2015 at 08:30AM",9h 29m,34165,5h 20m,19201,54.69%,2h 48m,10080,28.71%,15m,945,2.69%
"January 05, 2015 at 12:37AM","January 05, 2015 at 05:30AM",5h 9m,18594,2h 21m,8461,41.51%,2h 34m,9298,45.61%,29m,1790,8.78%
"January 06, 2015 at 01:50AM","January 06, 2015 at 07:05AM",5h 3m,18201,2h 13m,8035,41.6%,2h 49m,10166,52.63%,18m,1116,5.78%
"January 07, 2015 at 12:55AM","January 07, 2015 at 07:45AM",6h 15m,22500,3h 0m,10800,41.86%,3h 15m,11700,45.35%,55m,3300,12.79%
"January 09, 2015 at 02:24AM","January 09, 2015 at 06:40AM",4h 29m,16147,2h 8m,7680,42.28%,2h 0m,7259,39.97%,33m,2016,11.1%
"January 09, 2015 at 12:22PM","January 09, 2015 at 02:50PM",2h 25m,8710,1h 4m,3899,34.62%,1h 13m,4380,38.9%,42m,2551,22.65%
"January 10, 2015 at 01:53AM","January 10, 2015 at 07:40AM",5h 25m,19517,3h 35m,12959,59.09%,1h 49m,6558,29.9%,40m,2415,11.01%
"January 11, 2015 at 04:06AM","January 11, 2015 at 08:25AM",4h 15m,15352,2h 19m,8364,51.62%,1h 52m,6720,41.47%,14m,851,5.25%
"January 11, 2015 at 10:16PM","January 12, 2015 at 05:30AM",7h 4m,25455,1h 42m,6134,23.28%,5h 22m,19321,73.33%,14m,894,3.39%
"January 13, 2015 at 01:25AM","January 13, 2015 at 06:30AM",5h 0m,18000,2h 55m,10500,51.47%,2h 5m,7500,36.76%,40m,2400,11.76%
"January 13, 2015 at 11:06PM","January 14, 2015 at 05:30AM",6h 26m,23212,3h 51m,13911,56.07%,2h 35m,9301,37.49%,26m,1599,6.44%
"January 14, 2015 at 10:39PM","January 15, 2015 at 05:35AM",6h 56m,25009,3h 38m,13126,51.77%,3h 18m,11883,46.87%,5m,344,1.36%
"January 15, 2015 at 11:50PM","January 16, 2015 at 05:30AM",5h 43m,20639,3h 30m,12600,60.16%,2h 13m,8039,38.39%,5m,304,1.45%
"January 17, 2015 at 12:04AM","January 17, 2015 at 07:45AM",7h 30m,27057,3h 42m,13379,47.43%,3h 47m,13678,48.49%,19m,1149,4.07%
"January 18, 2015 at 01:23AM","January 18, 2015 at 09:05AM",7h 36m,27371,4h 5m,14708,52.42%,3h 31m,12663,45.13%,11m,685,2.44%
"January 18, 2015 at 11:09PM","January 19, 2015 at 06:30AM",7h 23m,26590,4h 17m,15422,56.47%,3h 6m,11168,40.89%,12m,721,2.64%
"January 20, 2015 at 01:09AM","January 20, 2015 at 06:55AM",5h 47m,20826,3h 44m,13446,62.5%,2h 3m,7380,34.3%,11m,688,3.2%
"January 20, 2015 at 10:55PM","January 21, 2015 at 05:35AM",6h 43m,24207,4h 10m,15026,59.57%,2h 33m,9181,36.39%,16m,1019,4.04%
"January 22, 2015 at 12:26AM","January 22, 2015 at 06:45AM",6h 47m,24426,2h 43m,9781,37.44%,3h 35m,12902,49.39%,28m,1696,6.49%
"January 22, 2015 at 11:46PM","January 23, 2015 at 05:40AM",5h 56m,21383,2h 50m,10222,45.45%,3h 6m,11161,49.63%,18m,1106,4.92%
"January 23, 2015 at 09:55PM","January 24, 2015 at 07:20AM",9h 10m,33000,6h 5m,21900,62.39%,3h 5m,11100,31.62%,35m,2100,5.98%
"January 24, 2015 at 11:49PM","January 25, 2015 at 07:35AM",8h 21m,30075,4h 30m,16200,53.24%,3h 19m,11983,39.38%,5m,352,1.16%
"January 25, 2015 at 11:33PM","January 26, 2015 at 05:40AM",6h 5m,21900,3h 35m,12901,50.89%,2h 29m,8999,35.5%,57m,3452,13.62%
"January 25, 2015 at 11:33PM","January 26, 2015 at 05:40AM",6h 5m,21900,3h 35m,12901,50.89%,2h 29m,8999,35.5%,57m,3452,13.62%
"January 26, 2015 at 11:48PM","January 27, 2015 at 05:45AM",5h 59m,21575,2h 36m,9397,42.82%,3h 22m,12178,55.5%,6m,369,1.68%
"January 27, 2015 at 10:31PM","January 28, 2015 at 05:45AM",7h 4m,25469,3h 33m,12807,46.89%,3h 31m,12662,46.36%,30m,1845,6.75%
"January 28, 2015 at 09:29PM","January 29, 2015 at 05:30AM",7h 59m,28789,4h 24m,15870,53.39%,3h 35m,12919,43.46%,15m,934,3.14%
"January 30, 2015 at 12:12AM","January 30, 2015 at 12:50AM",40m,2440,12m,760,9.07%,28m,1680,20.05%,1h 38m,5939,70.88%
"January 30, 2015 at 01:23AM","January 30, 2015 at 05:30AM",4h 12m,15120,2h 26m,8760,52.43%,1h 46m,6360,38.07%,26m,1587,9.5%
"January 30, 2015 at 10:58PM","January 31, 2015 at 07:30AM",8h 45m,31521,4h 25m,15901,48.04%,3h 51m,13911,42.03%,26m,1578,4.77%
"January 31, 2015 at 10:06PM","February 01, 2015 at 04:30AM",6h 14m,22441,3h 53m,13981,59.07%,2h 21m,8460,35.74%,20m,1228,5.19%
"February 01, 2015 at 06:50AM","February 01, 2015 at 07:35AM",44m,2640,20m,1201,16.43%,23m,1439,19.68%,1h 17m,4671,63.89%
"February 02, 2015 at 03:04AM","February 02, 2015 at 06:40AM",3h 34m,12842,2h 6m,7562,55.21%,1h 28m,5280,38.55%,14m,856,6.25%
"February 03, 2015 at 12:00AM","February 03, 2015 at 05:30AM",5h 31m,19889,2h 24m,8699,42.65%,3h 6m,11190,54.86%,8m,509,2.5%
"February 03, 2015 at 10:52PM","February 04, 2015 at 05:30AM",6h 39m,23945,3h 47m,13624,54.77%,2h 52m,10321,41.49%,15m,931,3.74%
"February 04, 2015 at 11:04PM","February 05, 2015 at 05:30AM",6h 27m,23222,3h 38m,13139,54.98%,2h 48m,10083,42.19%,11m,676,2.83%
"February 05, 2015 at 11:09PM","February 06, 2015 at 05:35AM",6h 13m,22420,3h 9m,11380,48.51%,3h 4m,11040,47.06%,17m,1041,4.44%
"February 06, 2015 at 11:30PM","February 07, 2015 at 01:30AM",2h 0m,7200,40m,2400,33.33%,1h 20m,4800,66.67%,0,0,0%
"February 07, 2015 at 03:25AM","February 07, 2015 at 07:40AM",5h 23m,19418,2h 5m,7559,36.76%,1h 56m,6960,33.85%,19m,1146,5.57%
"February 08, 2015 at 12:05AM","February 08, 2015 at 08:00AM",7h 50m,28200,4h 30m,16200,56.84%,3h 20m,12000,42.11%,5m,300,1.05%
"February 08, 2015 at 10:50PM","February 09, 2015 at 05:30AM",6h 35m,23700,2h 30m,9000,36.14%,4h 5m,14700,59.04%,20m,1200,4.82%
"February 10, 2015 at 10:45PM","February 11, 2015 at 05:35AM",6h 49m,24540,4h 20m,15659,59.97%,2h 28m,8881,34.01%,26m,1572,6.02%
"February 09, 2015 at 11:50PM","February 10, 2015 at 05:30AM",5h 40m,20400,0,0,0%,0,0,0%,0,0,0%
"February 11, 2015 at 11:24PM","February 12, 2015 at 06:35AM",7h 7m,25668,4h 44m,17088,62.82%,2h 23m,8580,31.54%,25m,1533,5.64%
"February 12, 2015 at 10:52PM","February 13, 2015 at 05:35AM",6h 43m,24235,3h 47m,13622,54.31%,2h 53m,10439,41.62%,14m,848,3.38%
"February 13, 2015 at 11:55PM","February 14, 2015 at 07:30AM",7h 36m,27415,3h 46m,13561,48.93%,3h 50m,13854,49.99%,4m,298,1.08%
"February 15, 2015 at 03:51AM","February 15, 2015 at 09:25AM",5h 55m,21332,2h 19m,8346,32.88%,2h 43m,9799,38.61%,1h 7m,4048,15.95%
"February 15, 2015 at 10:44PM","February 16, 2015 at 05:00AM",6h 13m,22406,2h 29m,8941,37.92%,3h 39m,13143,55.74%,19m,1174,4.98%
"February 16, 2015 at 11:40PM","February 17, 2015 at 06:10AM",6h 33m,23588,3h 34m,12899,52.16%,2h 54m,10443,42.23%,19m,1143,4.62%
"February 18, 2015 at 12:22AM","February 18, 2015 at 07:00AM",6h 37m,23834,2h 55m,10503,42.52%,3h 42m,13331,53.97%,14m,865,3.5%
"February 24, 2015 at 11:51PM","February 25, 2015 at 05:30AM",5h 40m,20400,3h 35m,12900,60.31%,2h 5m,7500,35.06%,16m,991,4.63%
"February 24, 2015 at 11:51PM","February 25, 2015 at 05:30AM",5h 40m,20400,3h 35m,12900,60.31%,2h 5m,7500,35.06%,16m,991,4.63%
"February 26, 2015 at 12:07AM","February 26, 2015 at 05:50AM",5h 39m,20356,3h 47m,13670,63.01%,1h 40m,6008,27.69%,22m,1340,6.18%
"February 26, 2015 at 10:42PM","February 27, 2015 at 05:30AM",6h 50m,24600,4h 51m,17518,66.86%,1h 58m,7082,27.03%,26m,1602,6.11%
"February 28, 2015 at 12:45AM","February 28, 2015 at 07:50AM",6h 50m,24600,3h 0m,10800,38.3%,3h 50m,13800,48.94%,1h 0m,3600,12.77%
"March 01, 2015 at 12:35AM","March 01, 2015 at 08:05AM",7h 25m,26700,4h 55m,17700,61.46%,2h 30m,9000,31.25%,35m,2100,7.29%
"March 01, 2015 at 10:30PM","March 02, 2015 at 05:30AM",7h 1m,25261,4h 19m,15599,60.08%,2h 41m,9662,37.21%,11m,703,2.71%
"March 02, 2015 at 11:17PM","March 03, 2015 at 05:30AM",6h 12m,22349,4h 0m,14428,62.58%,2h 12m,7921,34.36%,11m,707,3.07%
"March 03, 2015 at 11:26PM","March 04, 2015 at 05:35AM",6h 7m,22020,3h 39m,13141,55.84%,2h 27m,8879,37.73%,25m,1515,6.44%
"March 04, 2015 at 11:53PM","March 05, 2015 at 05:40AM",5h 45m,20700,3h 36m,13019,57.94%,2h 8m,7681,34.18%,29m,1769,7.87%
"March 05, 2015 at 11:56PM","March 06, 2015 at 05:55AM",5h 59m,21566,4h 41m,16886,73.26%,1h 18m,4680,20.3%,24m,1484,6.44%
"March 06, 2015 at 10:31PM","March 07, 2015 at 06:40AM",8h 8m,29309,4h 49m,17367,58.6%,3h 19m,11942,40.29%,5m,330,1.11%
"March 08, 2015 at 01:25AM","March 08, 2015 at 08:00AM",6h 57m,25046,4h 48m,17338,66.03%,40m,2458,9.36%,20m,1213,4.62%
"March 09, 2015 at 04:04AM","March 09, 2015 at 07:55AM",5h 50m,21043,2h 19m,8340,38.2%,1h 22m,4972,22.77%,13m,791,3.62%
"March 10, 2015 at 02:00AM","March 10, 2015 at 08:10AM",6h 9m,22193,3h 34m,12898,57.28%,2h 34m,9295,41.28%,5m,323,1.43%
"March 11, 2015 at 01:55AM","March 11, 2015 at 08:00AM",5h 30m,19800,3h 5m,11100,42.53%,2h 25m,8700,33.33%,1h 45m,6300,24.14%
"March 12, 2015 at 03:40AM","March 12, 2015 at 09:25AM",5h 30m,19800,3h 35m,12900,53.75%,1h 55m,6900,28.75%,1h 10m,4200,17.5%
"March 13, 2015 at 03:40AM","March 13, 2015 at 07:45AM",4h 9m,14969,2h 21m,8484,51.85%,1h 44m,6259,38.25%,23m,1393,8.51%
"March 14, 2015 at 01:01AM","March 14, 2015 at 08:25AM",7h 1m,25286,3h 28m,12506,46.55%,3h 33m,12780,47.57%,26m,1578,5.87%
"March 14, 2015 at 10:57PM","March 15, 2015 at 08:05AM",9h 7m,32841,5h 24m,19461,57.21%,3h 43m,13380,39.33%,19m,1177,3.46%
"March 15, 2015 at 10:19PM","March 16, 2015 at 05:30AM",7h 10m,25831,3h 22m,12150,46.35%,3h 48m,13681,52.2%,6m,380,1.45%
"March 16, 2015 at 11:35PM","March 17, 2015 at 05:35AM",6h 1m,21719,3h 54m,14099,55.38%,2h 7m,7620,29.93%,1h 2m,3738,14.68%
"March 18, 2015 at 12:31AM","March 18, 2015 at 05:30AM",5h 0m,18019,3h 30m,12619,69.1%,1h 30m,5400,29.57%,4m,242,1.33%
"March 17, 2015 at 11:00PM","March 18, 2015 at 12:30AM",1h 30m,5400,0,0,0%,0,0,0%,0,0,0%
"March 19, 2015 at 11:30PM","March 20, 2015 at 05:30AM",6h 0m,21600,0,0,0%,0,0,0%,0,0,0%
"March 21, 2015 at 02:54AM","March 21, 2015 at 07:45AM",4h 51m,17517,3h 47m,13676,75.14%,1h 4m,3841,21.1%,11m,683,3.75%
"March 22, 2015 at 12:03AM","March 22, 2015 at 08:00AM",8h 0m,28833,3h 36m,12992,44.68%,4h 24m,15841,54.48%,4m,244,0.84%
"March 22, 2015 at 03:05PM","March 22, 2015 at 04:25PM",1h 15m,4500,35m,2100,41.18%,40m,2400,47.06%,10m,600,11.76%
"March 23, 2015 at 12:04AM","March 23, 2015 at 05:35AM",5h 39m,20394,2h 27m,8822,41.76%,3h 3m,10981,51.98%,12m,732,3.46%
"March 23, 2015 at 10:15PM","March 24, 2015 at 05:30AM",7h 15m,26100,3h 56m,14161,53.07%,3h 18m,11939,44.74%,9m,586,2.2%
"March 24, 2015 at 10:41PM","March 25, 2015 at 05:35AM",6h 52m,24720,3h 59m,14340,54.82%,2h 53m,10380,39.68%,24m,1440,5.5%
"March 25, 2015 at 10:28PM","March 26, 2015 at 05:30AM",7h 5m,25559,4h 7m,14820,57.34%,2h 58m,10739,41.55%,4m,285,1.1%
"March 26, 2015 at 11:40PM","March 27, 2015 at 05:35AM",6h 2m,21779,2h 10m,7800,34.53%,3h 43m,13381,59.23%,13m,811,3.59%
"March 27, 2015 at 11:30PM","March 28, 2015 at 07:30AM",8h 0m,28800,0,0,0%,0,0,0%,0,0,0%
"March 28, 2015 at 11:25PM","March 29, 2015 at 07:55AM",8h 39m,31194,4h 45m,17100,49.94%,3h 41m,13262,38.73%,50m,3044,8.89%
"March 30, 2015 at 01:30AM","March 30, 2015 at 07:00AM",5h 30m,19835,3h 15m,11701,56.58%,2h 15m,8134,39.33%,14m,846,4.09%
"March 30, 2015 at 11:04PM","March 31, 2015 at 06:15AM",7h 10m,25855,3h 34m,12896,47.68%,3h 25m,12304,45.49%,19m,1190,4.4%
"April 01, 2015 at 12:13AM","April 01, 2015 at 06:30AM",6h 23m,23036,3h 38m,13138,55.17%,2h 37m,9423,39.57%,12m,778,3.27%
"April 02, 2015 at 12:00AM","April 02, 2015 at 07:45AM",7h 42m,27732,5h 9m,18552,65.34%,2h 33m,9180,32.33%,11m,660,2.32%
"April 02, 2015 at 10:19PM","April 03, 2015 at 06:30AM",8h 11m,29516,5h 5m,18301,60.41%,3h 6m,11215,37.02%,12m,779,2.57%
"April 03, 2015 at 11:56PM","April 04, 2015 at 07:00AM",7h 3m,25380,3h 41m,13261,51.35%,3h 21m,12119,46.93%,7m,445,1.72%
"April 05, 2015 at 03:58AM","April 05, 2015 at 08:55AM",5h 0m,18052,2h 44m,9840,53.11%,2h 14m,8050,43.45%,7m,474,2.56%
"April 05, 2015 at 10:10PM","April 06, 2015 at 06:30AM",8h 20m,30000,0,0,0%,0,0,0%,0,0,0%
"April 05, 2015 at 10:38PM","April 06, 2015 at 06:50AM",8h 13m,29585,4h 9m,14999,50.02%,4h 3m,14586,48.64%,6m,401,1.34%
"April 07, 2015 at 12:48AM","April 07, 2015 at 07:25AM",6h 23m,22987,3h 37m,13025,53.84%,2h 46m,9962,41.18%,20m,1206,4.98%
"April 08, 2015 at 01:55AM","April 08, 2015 at 07:00AM",4h 56m,17776,3h 43m,13382,70.86%,1h 13m,4394,23.27%,18m,1109,5.87%
"April 08, 2015 at 12:20AM","April 08, 2015 at 01:35AM",1h 10m,4200,35m,2100,38.89%,35m,2100,38.89%,20m,1200,22.22%
"April 08, 2015 at 10:05PM","April 09, 2015 at 06:55AM",8h 51m,31868,4h 20m,15657,48.6%,4h 30m,16211,50.32%,5m,351,1.09%
"April 10, 2015 at 01:35AM","April 10, 2015 at 06:55AM",5h 19m,19178,2h 15m,8120,40.34%,3h 4m,11058,54.93%,15m,953,4.73%
"April 11, 2015 at 10:30PM","April 12, 2015 at 07:25AM",8h 55m,32100,0,0,0%,0,0,0%,0,0,0%
"April 11, 2015 at 01:00AM","April 11, 2015 at 08:30AM",7h 30m,27000,0,0,0%,0,0,0%,0,0,0%
"April 12, 2015 at 11:17PM","April 13, 2015 at 05:40AM",6h 35m,23721,3h 50m,13801,56.92%,2h 33m,9181,37.87%,8m,524,2.16%
"April 14, 2015 at 01:01AM","April 14, 2015 at 06:35AM",5h 37m,20258,2h 19m,8378,39.96%,3h 18m,11880,56.67%,11m,707,3.37%
"April 15, 2015 at 12:41AM","April 15, 2015 at 05:35AM",4h 53m,17582,2h 25m,8700,47.18%,2h 28m,8882,48.17%,14m,857,4.65%
"April 16, 2015 at 10:47PM","April 17, 2015 at 06:40AM",8h 6m,29164,3h 25m,12357,39.25%,4h 6m,14762,46.88%,38m,2322,7.37%
"April 17, 2015 at 10:40PM","April 18, 2015 at 08:10AM",9h 21m,33695,5h 31m,19893,56.37%,3h 50m,13802,39.11%,26m,1597,4.53%
"April 18, 2015 at 11:26PM","April 19, 2015 at 07:10AM",8h 6m,29189,4h 0m,14458,47.46%,3h 42m,13323,43.74%,21m,1274,4.18%
"April 19, 2015 at 11:26PM","April 20, 2015 at 05:40AM",6h 14m,22477,3h 44m,13477,58.22%,2h 30m,9000,38.88%,11m,672,2.9%
"April 20, 2015 at 11:08PM","April 21, 2015 at 06:25AM",7h 18m,26339,3h 20m,12056,44.75%,3h 58m,14283,53.02%,9m,599,2.22%
"April 21, 2015 at 10:35PM","April 22, 2015 at 06:40AM",7h 51m,28274,3h 55m,14100,45.33%,3h 56m,14164,45.53%,47m,2832,9.1%
